,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,MOV,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season
5,San Antonio,82,48.2,105.4,40.6,83.5,0.486,8.5,21.4,0.397,15.7,20.0,0.785,9.3,34.0,43.3,25.2,7.4,5.1,14.4,18.2,0.5710000000000001,0.537,166.8,22.7,76.4,50.6,62.1,13.5,7.7,7.7,1.3,69.9,110.5,102.4,8.1,7818.0,95.0,7.7,1.621,1.7,0.5,0.188,62,20,0.7559999999999999,2014
6,Phoenix,82,48.2,105.2,38.7,83.5,0.46299999999999997,9.3,25.1,0.37200000000000005,18.5,24.4,0.758,11.3,31.7,43.0,19.1,8.4,4.6,15.3,21.9,0.5579999999999999,0.519,159.4,26.4,73.7,50.1,49.3,14.0,8.7,7.2,1.3,61.7,109.5,106.7,2.7,7882.6,95.8,2.6,1.493,1.2,0.5,0.222,48,34,0.585,2014
7,Dallas,82,48.4,104.8,39.6,83.6,0.474,8.8,22.9,0.384,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,0.564,0.526,165.3,24.6,72.7,48.8,59.6,12.7,9.1,7.4,1.3,66.5,111.2,108.7,2.5,7729.1,93.5,2.4,1.5959999999999999,1.7,0.6,0.201,49,33,0.598,2014
8,Denver,82,48.2,104.4,38.4,85.9,0.447,8.6,23.9,0.358,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,0.536,0.49700000000000005,153.1,27.5,74.5,50.9,58.4,14.0,7.6,8.6,1.2,62.6,106.0,108.2,-2.2,8072.6,98.1,-2.1,1.584,1.4,0.5,0.222,36,46,0.439,2014
9,Golden State,82,48.4,104.3,39.5,85.4,0.462,9.4,24.8,0.38,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,0.55,0.517,159.5,25.1,76.3,51.1,59.1,13.8,8.1,7.7,1.2,65.3,107.5,102.6,5.0,7950.6,96.2,4.8,1.591,1.5,0.5,0.18600000000000003,51,31,0.622,2014
10,L.A. Lakers,82,48.1,103.0,38.3,85.1,0.45,9.4,24.8,0.381,17.0,22.4,0.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,0.542,0.505,158.8,20.2,71.0,45.6,63.9,13.7,7.6,8.1,1.2,63.3,104.2,110.6,-6.4,8101.8,98.7,-6.3,1.639,1.6,0.5,0.19899999999999998,27,55,0.32899999999999996,2014
11,Miami,82,48.5,102.2,38.3,76.5,0.501,8.1,22.3,0.364,17.5,23.0,0.76,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,0.59,0.5539999999999999,162.4,20.6,73.0,47.8,58.8,14.6,9.7,8.1,1.3,63.7,110.9,105.7,5.2,7555.8,91.2,4.8,1.588,1.5,0.6,0.228,54,28,0.659,2014
12,Toronto,82,48.7,101.3,36.5,81.9,0.445,8.7,23.4,0.37200000000000005,19.6,25.1,0.782,11.4,31.1,42.5,21.2,7.0,4.2,14.1,23.0,0.545,0.498,160.0,27.2,74.9,50.9,58.1,13.2,7.5,6.9,1.2,59.2,108.8,105.3,3.5,7635.3,91.8,3.2,1.581,1.5,0.5,0.239,48,34,0.585,2014
13,Detroit,82,48.2,101.0,38.8,86.9,0.447,6.2,19.3,0.321,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,0.514,0.48200000000000004,143.8,31.4,73.4,51.4,53.9,12.9,8.8,8.0,1.2,60.8,105.9,109.7,-3.8,7823.5,94.9,-3.7,1.5390000000000001,1.4,0.6,0.19899999999999998,29,53,0.354,2014
14,Atlanta,82,48.4,101.0,37.3,81.6,0.45799999999999996,9.4,25.8,0.363,17.0,21.7,0.7809999999999999,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,0.5539999999999999,0.515,160.2,21.0,74.4,47.9,66.7,14.3,8.7,6.5,1.2,63.0,105.9,106.4,-0.5,7818.9,94.6,-0.5,1.6669999999999998,1.6,0.5,0.20800000000000002,38,44,0.46299999999999997,2014
15,Washington,82,48.9,100.7,38.7,84.4,0.45899999999999996,7.9,20.8,0.38,15.3,20.9,0.731,10.8,31.4,42.2,23.3,8.1,4.6,14.7,20.4,0.5379999999999999,0.506,156.9,25.2,75.7,50.0,60.1,13.6,8.6,7.7,1.2,61.3,106.0,104.6,1.3,7788.5,93.2,1.3,1.601,1.6,0.6,0.18100000000000002,44,38,0.537,2014
16,Sacramento,82,48.4,100.5,36.9,82.5,0.447,6.0,18.0,0.33299999999999996,20.7,27.3,0.759,12.1,32.4,44.5,18.9,7.2,3.9,15.2,22.5,0.532,0.484,153.9,27.8,76.6,51.9,51.1,13.9,7.5,6.5,1.2,56.4,105.7,108.8,-3.1,7795.7,94.4,-2.9,1.511,1.2,0.5,0.251,28,54,0.341,2014
17,New Orleans,82,48.4,99.7,37.8,82.5,0.45899999999999996,5.9,15.9,0.373,18.2,23.6,0.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,0.537,0.495,160.1,26.9,73.8,50.0,56.3,12.9,8.5,11.0,1.2,60.8,107.2,110.1,-2.9,7625.4,92.2,-2.7,1.5630000000000002,1.5,0.6,0.22,34,48,0.415,2014
18,Philadelphia,82,48.4,99.5,37.9,87.2,0.435,7.0,22.5,0.312,16.6,23.4,0.71,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,0.51,0.475,145.7,24.8,72.4,47.7,57.6,14.8,9.4,6.6,1.1,55.6,99.4,109.9,-10.4,8202.9,99.2,-10.5,1.5759999999999998,1.3,0.6,0.19,19,63,0.23199999999999998,2014
19,New York,82,48.4,98.6,36.9,82.2,0.449,9.3,24.9,0.37200000000000005,15.5,20.4,0.7609999999999999,10.6,29.7,40.3,20.0,7.7,4.5,13.0,22.1,0.541,0.505,158.3,25.1,74.3,49.0,54.2,12.5,8.5,8.2,1.2,58.1,108.3,109.1,-0.9,7467.4,90.3,-0.8,1.5419999999999998,1.5,0.6,0.18899999999999997,37,45,0.451,2014
20,Brooklyn,82,48.5,98.5,35.7,77.9,0.45899999999999996,8.6,23.4,0.369,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,0.555,0.514,158.1,21.7,72.3,47.1,58.5,14.1,9.3,6.6,1.3,57.5,106.7,107.7,-1.1,7574.7,91.4,-1.0,1.585,1.4,0.6,0.23600000000000002,44,38,0.537,2014
21,Cleveland,82,48.6,98.2,37.0,84.8,0.43700000000000006,7.1,20.0,0.35600000000000004,17.0,22.7,0.7509999999999999,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,0.518,0.479,154.4,27.2,75.8,50.9,57.2,13.0,7.5,6.4,1.2,57.6,104.2,107.7,-3.5,7730.9,93.1,-3.3,1.5719999999999998,1.5,0.5,0.201,33,49,0.402,2014
22,Charlotte,82,48.5,96.9,36.3,82.1,0.442,6.3,17.9,0.35100000000000003,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,0.522,0.48100000000000004,153.0,21.9,77.6,49.6,59.7,11.7,6.5,8.4,1.2,59.3,103.6,103.8,-0.2,7667.1,92.4,-0.2,1.597,1.8,0.5,0.21899999999999997,43,39,0.524,2014
23,Indiana,82,48.2,96.7,36.0,80.2,0.449,6.7,18.8,0.35700000000000004,18.1,23.3,0.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,0.535,0.49,158.4,24.9,76.8,52.1,56.0,14.3,7.2,8.5,1.2,58.8,104.1,99.3,4.7,7622.2,92.5,4.4,1.56,1.3,0.4,0.226,56,26,0.6829999999999999,2014
24,Orlando,82,48.7,96.5,36.9,82.7,0.445,6.9,19.5,0.353,15.9,20.9,0.763,9.7,32.4,42.0,21.0,7.7,4.3,14.9,20.5,0.525,0.48700000000000004,156.1,22.4,75.5,48.9,57.1,13.9,8.1,6.9,1.2,56.3,101.7,107.4,-5.7,7785.5,93.6,-5.4,1.571,1.4,0.5,0.193,23,59,0.28,2014
25,Boston,82,48.1,96.2,36.5,83.9,0.435,7.0,21.1,0.33299999999999996,16.2,20.8,0.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,0.517,0.47700000000000004,154.5,27.4,74.2,50.1,57.6,14.2,7.6,6.7,1.1,55.4,102.9,107.7,-4.8,7670.1,93.3,-4.5,1.5759999999999998,1.4,0.5,0.193,25,57,0.305,2014
26,Memphis,82,48.3,96.1,38.1,82.0,0.46399999999999997,4.9,14.0,0.353,15.1,20.3,0.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,0.529,0.494,155.9,28.3,75.7,52.0,57.4,13.1,8.5,7.9,1.2,60.1,106.3,104.6,1.7,7415.0,89.9,1.6,1.574,1.6,0.6,0.184,50,32,0.61,2014
27,Milwaukee,82,48.5,95.5,36.0,82.2,0.43799999999999994,6.7,18.9,0.353,16.8,22.5,0.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,0.519,0.479,153.8,27.1,71.4,48.6,59.6,14.1,7.1,8.2,1.2,55.0,103.0,111.8,-8.8,7601.7,91.8,-8.2,1.5959999999999999,1.4,0.4,0.204,15,67,0.183,2014
28,Utah,82,48.2,95.0,36.0,81.1,0.444,6.6,19.2,0.344,16.4,22.0,0.747,11.0,30.2,41.2,20.3,7.0,4.5,14.6,20.7,0.523,0.484,153.4,25.5,74.5,49.2,56.4,13.9,7.6,7.3,1.2,55.0,103.5,111.3,-7.8,7530.2,91.4,-7.2,1.564,1.4,0.5,0.20199999999999999,25,57,0.305,2014
29,Chicago,82,48.6,93.7,34.7,80.2,0.43200000000000005,6.2,17.8,0.348,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,0.518,0.47100000000000003,155.9,27.2,75.4,51.7,65.4,14.2,7.9,8.3,1.2,58.7,102.5,100.5,2.0,7491.9,90.2,1.9,1.6540000000000001,1.5,0.5,0.226,48,34,0.585,2014
0,Golden State,82,48.1,110.0,41.6,87.0,0.478,10.8,27.0,0.39799999999999996,16.0,20.8,0.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,0.5710000000000001,0.54,164.4,24.1,74.5,50.1,65.9,13.1,9.4,9.3,1.3,76.0,111.6,101.3,10.2,8079.3,98.3,10.1,1.659,1.9,0.6,0.184,67,15,0.8170000000000001,2015
1,L.A. Clippers,82,48.1,106.7,39.4,83.3,0.473,10.1,26.9,0.376,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,0.565,0.5329999999999999,155.8,22.8,75.7,49.8,62.9,11.6,8.2,8.5,1.3,69.6,112.4,105.5,6.9,7785.3,94.7,6.6,1.629,2.0,0.6,0.215,56,26,0.6829999999999999,2015
2,Dallas,82,48.5,105.2,39.7,85.8,0.46299999999999997,8.9,25.4,0.35200000000000004,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,0.55,0.515,156.6,23.6,72.2,47.8,56.7,11.9,8.4,7.6,1.2,65.1,109.5,106.4,3.0,7882.7,95.2,2.9,1.567,1.7,0.6,0.19699999999999998,50,32,0.61,2015
3,Toronto,82,48.4,104.0,37.9,83.3,0.455,8.9,25.1,0.35200000000000004,19.3,24.6,0.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,0.5529999999999999,0.508,159.5,25.6,73.3,49.5,54.7,12.0,8.0,7.2,1.2,62.3,111.0,107.7,3.3,7679.9,92.8,3.1,1.547,1.6,0.6,0.23199999999999998,49,33,0.598,2015
4,Oklahoma City,82,48.4,104.0,38.8,86.8,0.447,7.7,22.7,0.33899999999999997,18.6,24.6,0.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,0.532,0.49200000000000005,154.1,28.9,75.6,52.6,52.8,13.1,7.6,9.0,1.2,62.8,107.8,105.5,2.3,7907.7,95.7,2.2,1.528,1.4,0.5,0.214,45,37,0.5489999999999999,2015
5,Houston,82,48.3,103.9,37.0,83.3,0.444,11.4,32.7,0.348,18.6,26.0,0.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,0.5479999999999999,0.512,150.7,26.8,72.9,49.9,60.0,15.0,9.7,8.0,1.2,63.2,107.0,103.4,3.5,7967.2,96.5,3.4,1.6,1.3,0.6,0.223,56,26,0.6829999999999999,2015
6,San Antonio,82,48.7,103.2,39.1,83.6,0.46799999999999997,8.3,22.5,0.36700000000000005,16.7,21.4,0.78,9.8,33.8,43.6,24.4,8.0,5.4,14.0,19.1,0.555,0.517,161.5,23.4,77.3,50.9,62.3,13.1,8.4,8.4,1.2,67.4,108.5,102.0,6.5,7796.7,93.8,6.2,1.6230000000000002,1.7,0.6,0.2,55,27,0.6709999999999999,2015
7,Cleveland,82,48.2,103.1,37.7,82.2,0.45799999999999996,10.1,27.5,0.36700000000000005,17.7,23.6,0.7509999999999999,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,0.557,0.52,157.6,26.8,74.7,51.1,58.7,13.4,8.0,6.8,1.3,64.5,111.1,106.3,4.8,7609.7,92.3,4.5,1.587,1.5,0.5,0.21600000000000003,53,29,0.6459999999999999,2015
8,Portland,82,48.4,102.8,38.7,86.0,0.45,9.8,27.2,0.36200000000000004,15.5,19.4,0.8009999999999999,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,0.544,0.508,161.3,24.2,76.2,50.7,56.7,12.6,6.7,6.7,1.2,64.6,108.2,103.7,4.5,7793.6,94.2,4.2,1.567,1.6,0.5,0.18,51,31,0.622,2015
9,Atlanta,82,48.1,102.5,38.1,81.7,0.466,10.0,26.2,0.38,16.5,21.2,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,0.563,0.527,162.4,21.4,73.4,48.2,67.6,13.5,9.7,8.1,1.3,68.4,108.9,103.1,5.8,7722.2,93.9,5.4,1.676,1.8,0.6,0.201,60,22,0.732,2015
10,Phoenix,82,48.5,102.4,38.8,85.8,0.452,8.5,25.0,0.341,16.4,21.5,0.76,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,0.537,0.501,155.2,24.5,73.5,48.8,52.2,13.7,8.8,7.4,1.2,60.0,105.3,106.2,-0.9,7974.9,96.3,-0.9,1.5219999999999998,1.3,0.6,0.191,39,43,0.47600000000000003,2015
11,Denver,82,48.5,101.5,37.8,87.3,0.433,8.0,24.8,0.325,17.8,24.3,0.7340000000000001,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,0.518,0.479,149.2,26.6,74.7,49.8,57.7,12.7,8.1,7.2,1.2,59.3,104.5,108.2,-3.7,7960.9,96.1,-3.5,1.577,1.5,0.5,0.204,30,52,0.366,2015
12,Boston,82,48.5,101.4,38.9,87.9,0.44299999999999995,8.0,24.6,0.327,15.4,20.5,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,0.523,0.489,152.4,24.7,75.0,49.5,62.9,12.5,8.5,5.7,1.2,62.1,104.7,104.5,0.2,7939.3,95.8,0.2,1.629,1.8,0.6,0.17600000000000002,40,42,0.488,2015
13,Sacramento,82,48.4,101.3,36.7,80.7,0.455,5.6,16.5,0.341,22.3,29.3,0.762,10.9,33.3,44.2,20.3,6.7,4.0,16.3,20.7,0.542,0.49,155.8,26.5,75.2,51.8,55.4,14.8,7.0,6.4,1.3,57.9,105.3,109.2,-3.9,7888.3,95.4,-3.7,1.554,1.3,0.4,0.276,29,53,0.354,2015
14,Chicago,82,48.5,100.8,36.6,82.9,0.442,7.9,22.3,0.353,19.7,25.2,0.7829999999999999,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,0.536,0.489,157.8,27.0,74.4,51.3,59.3,12.9,6.7,8.6,1.2,63.6,107.5,104.3,3.2,7685.2,92.8,3.0,1.5930000000000002,1.6,0.4,0.23800000000000002,50,32,0.61,2015
15,New Orleans,82,48.2,99.4,37.9,82.9,0.457,7.1,19.3,0.37,16.4,21.8,0.7509999999999999,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,0.537,0.501,157.9,27.1,75.1,51.1,58.1,12.5,7.3,9.8,1.2,63.7,108.2,107.3,0.9,7529.5,91.4,0.8,1.581,1.7,0.5,0.198,45,37,0.5489999999999999,2015
16,Washington,82,48.7,98.5,38.3,82.8,0.462,6.1,16.8,0.36,15.9,21.4,0.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,0.534,0.499,156.5,24.9,77.3,51.7,62.7,14.0,7.7,7.6,1.2,61.7,103.7,103.0,0.8,7789.1,93.7,0.7,1.6269999999999998,1.6,0.5,0.192,46,36,0.561,2015
17,Detroit,82,48.4,98.5,37.1,85.8,0.43200000000000005,8.6,24.9,0.344,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,0.515,0.48200000000000004,147.9,27.7,75.0,50.4,58.2,12.3,8.1,7.6,1.1,60.8,105.3,106.4,-1.1,7668.1,92.8,-1.0,1.5819999999999999,1.6,0.6,0.184,32,50,0.39,2015
18,L.A. Lakers,82,48.6,98.5,37.2,85.6,0.435,6.5,18.9,0.344,17.5,23.6,0.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,0.513,0.473,152.0,25.4,76.3,49.8,56.2,12.1,7.4,7.5,1.2,57.5,103.5,110.7,-7.2,7802.0,94.0,-6.8,1.5619999999999998,1.6,0.5,0.204,21,61,0.256,2015
19,Memphis,82,48.5,98.3,37.8,82.5,0.45799999999999996,5.2,15.2,0.33899999999999997,17.6,22.8,0.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,0.531,0.489,157.1,24.7,75.3,50.1,57.4,12.6,9.2,7.2,1.2,61.0,105.7,102.2,3.5,7626.6,92.0,3.2,1.574,1.6,0.6,0.214,55,27,0.6709999999999999,2015
20,Brooklyn,82,48.6,98.0,37.4,83.0,0.451,6.6,19.9,0.331,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,0.529,0.491,153.0,23.9,73.7,48.9,55.9,13.0,7.5,6.8,1.2,58.0,104.4,107.4,-3.1,7700.3,92.7,-2.9,1.5590000000000002,1.5,0.5,0.2,38,44,0.46299999999999997,2015
21,Milwaukee,82,48.6,97.8,37.6,82.0,0.45899999999999996,6.6,18.3,0.363,16.0,21.1,0.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,0.536,0.499,157.9,25.4,73.3,49.5,62.7,15.5,10.1,8.6,1.2,60.0,102.7,102.2,0.4,7814.0,94.1,0.4,1.6269999999999998,1.4,0.6,0.195,41,41,0.5,2015
22,Minnesota,82,48.3,97.8,36.4,83.2,0.43799999999999994,5.0,14.9,0.332,20.0,25.7,0.7759999999999999,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,0.517,0.46799999999999997,154.6,26.6,71.6,48.4,59.3,13.7,8.6,6.5,1.2,56.7,102.9,112.2,-9.3,7790.4,94.4,-8.8,1.5930000000000002,1.4,0.5,0.24,16,66,0.195,2015
23,Indiana,82,48.4,97.3,36.6,83.2,0.439,7.5,21.2,0.35200000000000004,16.7,22.2,0.7559999999999999,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,0.523,0.484,154.7,24.0,77.9,51.2,58.6,13.1,6.6,7.4,1.2,58.2,103.5,103.2,0.3,7707.8,93.2,0.3,1.5859999999999999,1.5,0.4,0.201,38,44,0.46299999999999997,2015
24,Orlando,82,48.2,95.7,37.5,82.8,0.45299999999999996,6.8,19.5,0.34700000000000003,13.9,19.1,0.7290000000000001,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,0.524,0.494,152.9,23.1,76.0,49.0,55.0,14.0,8.4,6.5,1.2,55.9,101.6,107.7,-6.1,7724.7,93.8,-5.7,1.55,1.4,0.5,0.168,25,57,0.305,2015
25,Utah,82,48.1,95.1,35.4,79.2,0.447,7.4,21.7,0.34299999999999997,17.0,23.5,0.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,0.531,0.494,151.0,29.1,76.3,52.8,56.3,14.6,8.4,9.9,1.2,59.4,105.1,104.9,0.2,7420.1,90.4,0.2,1.5630000000000002,1.3,0.5,0.214,38,44,0.46299999999999997,2015
26,Miami,82,48.1,94.7,35.2,77.2,0.456,6.8,20.2,0.335,17.5,23.7,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,0.54,0.5,153.2,23.2,73.4,48.8,56.4,14.4,8.6,8.0,1.2,55.7,103.9,106.8,-2.9,7471.7,90.9,-2.6,1.564,1.3,0.5,0.22699999999999998,37,45,0.451,2015
27,Charlotte,82,48.5,94.2,35.5,84.5,0.42,6.1,19.1,0.318,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,0.498,0.456,148.6,22.1,79.3,50.0,56.8,11.2,6.5,8.9,1.1,56.4,100.1,103.5,-3.4,7709.7,93.0,-3.2,1.568,1.7,0.5,0.20199999999999999,33,49,0.402,2015
28,Philadelphia,82,48.3,92.0,33.7,82.6,0.408,8.4,26.3,0.32,16.1,23.8,0.6759999999999999,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,0.494,0.45899999999999996,140.4,25.5,73.0,48.1,60.9,16.0,10.0,9.9,1.1,52.8,95.5,104.8,-9.3,7899.2,95.7,-9.0,1.609,1.2,0.5,0.195,18,64,0.22,2015
29,New York,82,48.4,91.9,35.1,82.0,0.428,6.8,19.7,0.34700000000000003,14.8,19.2,0.769,10.6,29.8,40.4,21.3,7.0,4.7,14.7,21.6,0.508,0.47,154.4,24.5,73.1,48.1,60.6,14.0,7.6,8.0,1.1,52.5,99.9,110.0,-10.1,7543.6,91.2,-9.3,1.6059999999999999,1.4,0.5,0.18,17,65,0.207,2015
0,Golden State,82,48.5,114.9,42.5,87.3,0.48700000000000004,13.1,31.6,0.41600000000000004,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,0.593,0.563,166.6,23.5,76.0,51.3,68.0,13.5,8.3,9.2,1.3,79.4,114.5,103.8,10.7,8228.3,99.3,10.8,1.68,1.9,0.6,0.191,73,9,0.89,2016
1,Oklahoma City,82,48.4,110.2,41.1,86.4,0.47600000000000003,8.3,23.7,0.349,19.7,25.2,0.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,0.565,0.524,160.7,31.1,76.0,54.7,55.8,14.0,7.5,9.3,1.3,70.9,113.1,105.6,7.5,7989.7,96.7,7.3,1.558,1.4,0.5,0.228,55,27,0.6709999999999999,2016
2,Sacramento,82,48.3,106.6,40.0,86.4,0.46399999999999997,8.0,22.4,0.359,18.5,25.5,0.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,0.546,0.51,154.7,23.9,74.9,49.6,61.2,14.2,8.9,7.5,1.2,65.9,106.0,108.4,-2.5,8248.2,100.0,-2.5,1.6119999999999999,1.5,0.6,0.214,33,49,0.402,2016
3,Houston,82,48.4,106.5,37.7,83.5,0.452,10.7,30.9,0.34700000000000003,20.4,29.4,0.6940000000000001,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,0.5529999999999999,0.516,149.3,25.7,72.8,49.1,58.9,14.2,10.2,9.0,1.3,65.1,108.3,108.1,0.2,8066.3,97.6,0.2,1.589,1.4,0.6,0.244,41,41,0.5,2016
4,Boston,82,48.2,105.7,39.2,89.2,0.439,8.7,26.1,0.335,18.5,23.5,0.7879999999999999,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,0.531,0.488,156.2,25.1,74.6,49.4,61.6,12.1,9.3,6.9,1.2,65.9,106.8,103.6,3.2,8115.3,98.5,3.2,1.6159999999999999,1.8,0.7,0.20800000000000002,48,34,0.585,2016
5,Portland,82,48.3,105.1,38.6,85.9,0.45,10.5,28.5,0.37,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,0.5479999999999999,0.511,157.4,25.9,76.2,51.0,55.2,13.2,7.1,7.5,1.2,63.3,108.8,108.0,0.9,7921.1,96.0,0.8,1.5519999999999998,1.5,0.5,0.20199999999999999,44,38,0.537,2016
6,L.A. Clippers,82,48.4,104.5,38.3,82.4,0.465,9.7,26.7,0.364,18.2,26.2,0.6920000000000001,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,0.556,0.524,152.1,20.1,73.8,47.4,59.6,12.1,8.9,9.1,1.3,66.2,108.3,103.8,4.4,7914.8,95.8,4.3,1.5959999999999999,1.8,0.7,0.22,53,29,0.6459999999999999,2016
7,Cleveland,82,48.4,104.3,38.7,84.0,0.46,10.7,29.6,0.363,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,0.5579999999999999,0.524,157.1,25.1,78.5,52.0,58.7,12.7,7.1,6.5,1.2,65.1,110.9,104.5,6.4,7716.0,93.3,6.0,1.587,1.7,0.5,0.19399999999999998,57,25,0.695,2016
8,Washington,82,48.2,104.1,39.5,85.8,0.46,8.6,24.2,0.358,16.5,22.5,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,0.544,0.511,154.8,20.6,77.7,48.6,61.9,13.1,8.8,6.6,1.2,64.0,105.3,105.8,-0.5,8104.4,98.5,-0.5,1.619,1.7,0.6,0.192,41,41,0.5,2016
9,San Antonio,82,48.1,103.5,40.1,82.9,0.484,7.0,18.5,0.375,16.4,20.4,0.8029999999999999,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,0.564,0.526,166.2,23.0,79.1,52.0,61.1,12.4,8.8,9.6,1.2,71.5,110.3,99.0,11.3,7697.9,93.8,10.6,1.611,1.9,0.6,0.19699999999999998,67,15,0.8170000000000001,2016
10,Charlotte,82,48.4,103.4,37.0,84.4,0.439,10.6,29.4,0.36200000000000004,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,0.545,0.502,159.1,20.0,79.8,49.6,58.6,11.7,7.5,9.0,1.2,65.3,107.1,104.3,2.8,7914.0,95.7,2.7,1.5859999999999999,1.7,0.6,0.222,48,34,0.585,2016
11,Atlanta,82,48.4,102.8,38.6,84.4,0.45799999999999996,9.9,28.4,0.35,15.6,20.0,0.7829999999999999,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,0.552,0.516,159.1,19.1,74.6,47.5,66.3,13.8,9.3,9.6,1.2,67.7,105.1,101.4,3.7,8025.4,97.1,3.6,1.663,1.7,0.6,0.185,48,34,0.585,2016
12,New Orleans,82,48.2,102.7,38.5,85.9,0.44799999999999995,8.6,23.8,0.36,17.3,22.2,0.7759999999999999,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,0.537,0.498,158.4,21.2,78.8,49.0,57.7,12.3,7.9,7.1,1.2,61.8,105.6,109.5,-3.9,7976.6,96.8,-3.8,1.577,1.6,0.6,0.201,30,52,0.366,2016
13,Toronto,82,48.2,102.7,36.7,81.3,0.451,8.6,23.3,0.37,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,0.552,0.504,159.8,24.6,77.7,51.6,51.1,12.3,8.3,9.3,1.3,62.9,110.0,105.2,4.8,7655.1,92.9,4.5,1.511,1.4,0.6,0.255,56,26,0.6829999999999999,2016
