,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,MOV,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season
16,Houston,82,48.3,98.4,36.1,79.6,0.45299999999999996,7.6,20.2,0.375,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,0.5479999999999999,0.501,163.3,26.4,75.3,51.9,56.2,13.6,7.4,6.5,1.2,60.1,108.4,104.0,4.4,7443.5,90.2,4.0,1.5619999999999998,1.4,0.5,0.235,53,29,0.6459999999999999,2009
17,Miami,82,48.7,98.3,37.0,81.0,0.457,7.1,19.9,0.35700000000000004,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,0.54,0.5,156.7,24.6,72.9,48.6,55.1,12.1,8.7,9.2,1.2,59.2,107.8,107.6,0.3,7475.1,89.9,0.3,1.551,1.6,0.6,0.212,43,39,0.524,2009
18,Atlanta,82,48.1,98.1,36.0,78.7,0.45799999999999996,7.3,19.9,0.366,18.7,25.4,0.737,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,0.546,0.504,156.1,26.0,71.6,48.9,56.1,12.5,8.2,7.4,1.2,59.8,109.3,107.6,1.8,7358.7,89.6,1.6,1.561,1.6,0.6,0.23800000000000002,47,35,0.573,2009
19,Brooklyn,82,48.4,98.1,35.7,79.7,0.44799999999999995,8.0,21.2,0.376,18.8,24.1,0.779,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,0.5429999999999999,0.49700000000000005,160.2,25.2,73.5,49.0,55.9,12.7,7.5,8.1,1.2,57.0,108.3,111.0,-2.7,7427.8,89.9,-2.4,1.5590000000000002,1.5,0.5,0.23600000000000002,34,48,0.415,2009
20,Minnesota,82,48.3,97.8,36.4,82.5,0.441,6.6,18.8,0.353,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,0.526,0.48100000000000004,156.3,27.7,75.0,50.5,56.1,13.3,6.8,6.3,1.2,55.2,106.1,111.4,-5.3,7558.0,91.6,-4.9,1.561,1.4,0.4,0.222,24,58,0.293,2009
21,Philadelphia,82,48.2,97.4,36.5,79.7,0.45899999999999996,4.2,13.1,0.318,20.1,27.0,0.745,12.7,28.5,41.2,20.1,8.0,5.1,14.1,20.1,0.532,0.485,152.2,31.3,71.4,51.2,55.0,13.4,8.9,8.5,1.2,58.6,107.9,107.8,0.1,7404.4,90.0,0.1,1.55,1.4,0.6,0.253,41,41,0.5,2009
22,San Antonio,82,48.5,97.0,37.1,79.7,0.466,7.6,19.8,0.386,15.2,20.0,0.7609999999999999,8.9,32.2,41.0,21.2,5.8,4.0,11.7,18.9,0.5479999999999999,0.513,161.2,22.1,78.0,50.4,57.1,11.7,6.5,6.1,1.2,59.8,108.5,104.3,4.2,7332.3,88.4,3.8,1.571,1.8,0.5,0.191,54,28,0.659,2009
23,Oklahoma City,82,48.3,97.0,36.6,81.9,0.447,4.0,11.6,0.34600000000000003,19.8,25.2,0.7859999999999999,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,0.521,0.47100000000000003,157.8,28.6,73.9,50.8,55.5,14.9,7.9,6.9,1.2,55.5,102.9,109.4,-6.5,7725.1,93.6,-6.1,1.555,1.2,0.5,0.242,23,59,0.28,2009
24,Washington,82,48.1,96.1,36.5,81.2,0.45,4.8,14.6,0.33,18.2,23.8,0.767,11.7,28.4,40.1,20.0,7.5,4.5,14.0,20.5,0.524,0.48,154.7,27.7,71.4,49.0,54.8,13.2,8.3,7.6,1.2,55.8,105.4,113.6,-8.2,7470.5,91.0,-7.5,1.548,1.4,0.5,0.22399999999999998,19,63,0.23199999999999998,2009
25,New Orleans,82,48.2,95.8,35.5,77.6,0.457,6.8,18.6,0.364,18.0,22.4,0.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,0.5479999999999999,0.501,162.8,24.6,74.9,49.8,55.3,12.5,8.2,7.2,1.2,57.9,108.7,107.0,1.8,7227.3,87.8,1.5,1.5530000000000002,1.6,0.6,0.23199999999999998,49,33,0.598,2009
26,L.A. Clippers,82,48.5,95.1,36.0,81.7,0.441,6.5,18.5,0.354,16.5,22.4,0.736,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,0.52,0.48100000000000004,153.1,25.1,71.2,47.5,58.3,14.0,7.5,9.0,1.2,55.2,102.3,111.7,-9.4,7626.6,92.1,-8.8,1.5830000000000002,1.4,0.5,0.20199999999999999,19,63,0.23199999999999998,2009
27,Detroit,82,48.5,94.2,36.4,80.0,0.45399999999999996,4.6,13.2,0.349,16.9,22.5,0.7509999999999999,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,0.524,0.483,155.5,27.9,74.0,50.6,56.7,11.7,6.9,7.3,1.2,56.6,107.4,108.0,-0.6,7194.3,86.7,-0.5,1.567,1.7,0.5,0.212,39,43,0.47600000000000003,2009
28,Memphis,82,48.3,93.9,34.9,77.0,0.45399999999999996,4.9,13.5,0.36,19.1,25.3,0.7559999999999999,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,0.5329999999999999,0.486,157.0,25.8,73.5,49.3,49.7,14.8,8.3,7.9,1.2,51.2,103.5,109.5,-6.0,7439.5,90.2,-5.5,1.4969999999999999,1.1,0.5,0.249,24,58,0.293,2009
29,Charlotte,82,48.6,93.6,35.0,76.8,0.455,6.0,16.3,0.366,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,0.536,0.494,156.1,27.7,73.0,50.5,60.7,15.1,7.9,8.2,1.2,54.6,104.7,106.1,-1.4,7334.5,88.3,-1.3,1.607,1.4,0.5,0.231,35,47,0.42700000000000005,2009
0,Phoenix,82,48.1,110.2,40.7,82.8,0.49200000000000005,8.9,21.6,0.41200000000000003,19.9,25.8,0.77,11.1,31.9,43.0,23.3,5.8,5.1,14.8,20.9,0.585,0.546,167.5,27.6,70.8,50.4,57.3,13.6,6.1,7.5,1.3,68.6,115.3,110.2,5.1,7836.7,95.3,4.9,1.5730000000000002,1.6,0.4,0.24,54,28,0.659,2010
1,Golden State,82,48.1,108.8,40.6,86.5,0.469,7.7,20.6,0.375,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,0.557,0.514,162.7,20.9,68.5,44.4,55.2,13.1,9.3,6.2,1.3,62.5,108.1,111.7,-3.6,8249.7,100.4,-3.6,1.5519999999999998,1.5,0.6,0.23,26,56,0.317,2010
2,Denver,82,48.2,106.5,38.1,81.4,0.46799999999999997,6.6,18.5,0.359,23.6,30.6,0.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,0.561,0.509,159.9,26.1,72.4,49.5,55.0,12.7,8.8,7.9,1.3,63.8,111.8,107.5,4.3,7810.5,94.8,4.1,1.55,1.5,0.6,0.29,53,29,0.6459999999999999,2010
3,Utah,82,48.2,104.2,39.4,80.2,0.491,5.4,14.7,0.364,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,0.565,0.524,159.5,26.8,75.6,51.9,67.8,14.2,8.8,8.1,1.3,67.6,110.7,105.0,5.7,7722.1,93.8,5.3,1.6780000000000002,1.8,0.5,0.252,53,29,0.6459999999999999,2010
4,Toronto,82,48.2,104.1,39.0,80.9,0.48200000000000004,6.3,17.0,0.371,19.7,25.8,0.764,9.8,30.6,40.4,22.0,5.7,4.7,13.4,22.2,0.564,0.521,161.7,24.7,72.9,49.5,56.4,12.7,6.1,7.4,1.3,61.7,111.3,113.2,-1.9,7669.5,93.1,-1.8,1.564,1.6,0.4,0.244,40,42,0.488,2010
5,Orlando,82,48.1,102.8,36.6,78.0,0.47,10.3,27.3,0.375,19.2,26.5,0.7240000000000001,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,0.573,0.536,156.9,24.6,77.4,51.9,53.7,13.6,6.7,8.6,1.3,63.8,111.4,103.3,8.1,7565.9,92.0,7.5,1.537,1.4,0.4,0.24600000000000002,59,23,0.72,2010
6,Memphis,82,48.5,102.5,39.3,83.8,0.469,4.2,12.4,0.337,19.7,26.9,0.733,13.0,30.4,43.5,18.8,7.9,4.9,15.2,20.2,0.536,0.494,153.9,31.3,73.3,52.3,47.9,13.7,8.3,7.6,1.2,59.0,108.3,109.9,-1.6,7759.7,93.6,-1.5,1.479,1.2,0.5,0.235,40,42,0.488,2010
7,Houston,82,48.5,102.4,37.7,84.4,0.447,7.9,22.4,0.35100000000000003,19.0,24.7,0.772,11.8,30.1,42.0,21.8,7.1,3.9,14.5,20.9,0.537,0.494,157.0,26.9,73.8,49.5,57.9,13.2,7.5,5.8,1.2,59.4,107.6,108.0,-0.4,7799.7,94.0,-0.4,1.579,1.5,0.5,0.225,42,40,0.512,2010
8,Cleveland,82,48.2,102.1,37.8,77.9,0.485,7.3,19.3,0.381,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,0.57,0.532,158.5,25.1,77.2,52.4,59.2,13.4,7.5,8.3,1.3,65.4,111.2,104.1,7.1,7528.8,91.3,6.5,1.5919999999999999,1.6,0.5,0.24600000000000002,61,21,0.7440000000000001,2010
9,New York,82,48.5,102.1,38.1,83.9,0.455,9.1,26.2,0.34600000000000003,16.8,21.5,0.782,10.2,30.2,40.4,21.6,7.1,3.7,14.0,20.0,0.547,0.509,158.3,23.5,72.1,47.4,56.7,13.0,7.5,5.7,1.2,59.8,107.6,111.6,-4.0,7783.9,94.0,-3.8,1.567,1.5,0.5,0.2,29,53,0.354,2010
10,Dallas,82,48.5,102.0,38.3,82.4,0.46399999999999997,6.8,18.3,0.37200000000000005,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,0.552,0.506,165.3,24.3,73.7,49.3,61.1,12.3,8.1,8.5,1.2,65.5,109.2,106.2,2.9,7662.3,92.5,2.7,1.611,1.8,0.6,0.226,55,27,0.6709999999999999,2010
11,L.A. Lakers,82,48.4,101.7,38.3,83.8,0.457,6.5,19.0,0.341,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,0.5379999999999999,0.496,156.3,27.6,74.4,51.2,55.0,12.4,8.0,7.6,1.2,63.1,108.8,103.7,5.0,7667.0,92.8,4.7,1.55,1.6,0.6,0.221,57,25,0.695,2010
12,Atlanta,82,48.4,101.7,38.8,82.9,0.46799999999999997,6.4,17.7,0.36,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5.0,12.0,19.9,0.545,0.506,158.6,28.2,72.7,50.2,56.2,11.4,7.9,7.9,1.2,63.7,111.9,106.7,5.1,7454.3,90.1,4.7,1.5619999999999998,1.8,0.6,0.213,53,29,0.6459999999999999,2010
13,Oklahoma City,82,48.3,101.5,37.4,80.8,0.462,5.1,15.0,0.34,21.7,27.0,0.805,11.7,31.8,43.5,20.0,8.0,5.9,15.0,21.3,0.547,0.494,160.7,28.6,73.6,51.7,53.5,13.9,8.5,9.1,1.3,61.7,108.3,104.6,3.7,7681.1,93.1,3.5,1.535,1.3,0.5,0.268,50,32,0.61,2010
14,San Antonio,82,48.2,101.4,38.4,81.2,0.473,6.8,18.9,0.358,17.8,24.0,0.74,10.8,32.0,42.8,22.3,6.3,4.6,13.6,20.4,0.552,0.515,157.2,26.8,76.3,52.0,58.1,12.9,6.8,6.9,1.2,62.8,110.0,104.5,5.5,7554.8,91.7,5.1,1.581,1.6,0.5,0.21899999999999997,50,32,0.61,2010
15,Indiana,82,48.1,100.8,36.8,83.2,0.44299999999999995,8.0,23.1,0.348,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15.0,22.5,0.536,0.491,156.5,21.6,73.0,47.1,57.3,13.8,7.4,8.0,1.2,58.2,103.7,106.8,-3.1,7968.6,97.1,-3.0,1.5730000000000002,1.4,0.5,0.22899999999999998,32,50,0.39,2010
16,New Orleans,82,48.4,100.2,38.8,83.4,0.46399999999999997,7.0,19.2,0.363,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,0.5429999999999999,0.506,160.6,24.8,73.8,48.9,57.5,12.7,8.2,5.8,1.2,60.5,107.4,110.1,-2.6,7652.7,92.6,-2.5,1.575,1.7,0.6,0.18899999999999997,37,45,0.451,2010
17,Sacramento,82,48.5,100.0,38.3,84.1,0.456,5.9,16.9,0.349,17.4,24.0,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15.0,22.3,0.528,0.491,153.1,27.8,73.5,50.3,53.4,13.6,7.3,6.7,1.2,56.6,105.3,109.9,-4.6,7785.3,94.0,-4.4,1.534,1.4,0.5,0.207,25,57,0.305,2010
18,Boston,82,48.2,99.2,37.1,76.8,0.483,6.1,17.5,0.348,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,0.564,0.522,157.7,22.8,73.8,49.1,63.5,14.5,9.3,8.0,1.3,61.6,107.7,103.8,4.0,7552.2,91.6,3.7,1.635,1.6,0.6,0.248,50,32,0.61,2010
19,Minnesota,82,48.2,98.2,37.9,84.4,0.449,4.9,14.4,0.341,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,0.518,0.478,153.5,26.7,73.6,49.7,52.4,14.6,7.6,5.8,1.2,54.2,101.6,111.6,-9.9,7920.4,96.1,-9.6,1.524,1.2,0.4,0.207,15,67,0.183,2010
20,Portland,82,48.4,98.1,36.3,78.7,0.461,6.0,16.9,0.354,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,0.547,0.499,160.5,28.2,74.8,51.3,56.3,12.1,7.2,7.1,1.2,58.6,110.9,107.1,3.7,7257.5,87.7,3.3,1.5630000000000002,1.7,0.5,0.249,50,32,0.61,2010
21,Philadelphia,82,48.3,97.7,37.6,81.8,0.46,5.8,16.8,0.34299999999999997,16.7,22.0,0.7559999999999999,11.5,29.5,41.0,21.0,8.1,5.4,14.5,20.5,0.534,0.496,155.9,27.6,73.2,50.0,55.8,13.7,8.8,8.7,1.2,59.2,106.1,110.3,-4.2,7556.2,91.6,-3.9,1.558,1.4,0.6,0.204,27,55,0.32899999999999996,2010
22,Milwaukee,82,48.7,97.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,15.4,20.4,0.755,11.8,31.2,43.0,21.2,7.1,4.7,13.2,22.2,0.518,0.48200000000000004,154.6,26.2,76.4,50.1,57.0,12.3,7.6,7.6,1.1,57.3,104.9,103.1,1.8,7633.6,91.7,1.7,1.57,1.6,0.5,0.18100000000000002,46,36,0.561,2010
23,Chicago,82,48.5,97.5,37.6,83.2,0.451,4.3,13.0,0.33,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,0.52,0.47700000000000004,153.5,26.6,74.8,51.0,55.3,13.3,6.9,9.2,1.2,58.5,103.5,105.3,-1.7,7720.7,93.1,-1.6,1.5530000000000002,1.5,0.5,0.217,41,41,0.5,2010
24,Miami,82,48.5,96.5,36.4,79.5,0.45799999999999996,6.0,17.4,0.34600000000000003,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,0.537,0.496,155.6,26.1,74.9,50.7,51.9,12.8,8.1,9.4,1.2,58.0,106.6,104.1,2.5,7423.3,89.6,2.3,1.5190000000000001,1.4,0.6,0.223,47,35,0.573,2010
25,Washington,82,48.4,96.2,36.7,81.7,0.449,5.3,14.9,0.353,17.6,23.1,0.762,11.8,30.0,41.8,19.0,6.0,5.1,14.9,21.4,0.524,0.48100000000000004,156.4,27.6,72.4,49.7,51.8,13.9,6.5,8.1,1.2,53.9,104.2,109.4,-5.2,7571.9,91.7,-4.8,1.518,1.3,0.4,0.21600000000000003,26,56,0.317,2010
26,L.A. Clippers,82,48.1,95.7,36.6,80.5,0.455,5.9,17.8,0.332,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,0.529,0.491,151.6,27.1,74.0,50.4,60.3,14.8,7.0,8.7,1.2,58.2,103.3,110.1,-6.9,7601.0,92.6,-6.4,1.6030000000000002,1.4,0.4,0.20600000000000002,29,53,0.354,2010
27,Charlotte,82,48.5,95.3,34.9,76.9,0.45299999999999996,5.6,16.2,0.34600000000000003,20.0,26.6,0.7509999999999999,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,0.5379999999999999,0.49,155.0,26.5,74.2,50.7,58.0,15.1,8.5,9.2,1.2,56.7,104.4,102.8,1.6,7484.1,90.4,1.5,1.58,1.3,0.5,0.26,44,38,0.537,2010
28,Detroit,82,48.2,94.0,35.9,80.5,0.445,4.6,14.5,0.314,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,0.515,0.474,148.8,30.3,73.4,50.5,54.1,12.8,8.2,6.7,1.2,52.9,105.6,111.4,-5.7,7297.4,88.5,-5.1,1.541,1.4,0.5,0.22,27,55,0.32899999999999996,2010
29,Brooklyn,82,48.2,92.4,34.3,79.9,0.429,4.6,14.5,0.318,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,0.509,0.45799999999999996,152.7,25.1,71.8,47.4,54.7,13.7,7.6,7.4,1.2,51.3,100.6,110.5,-9.9,7529.0,91.4,-9.1,1.547,1.3,0.5,0.24,12,70,0.146,2010
0,Denver,82,48.1,107.5,38.4,80.6,0.47600000000000003,8.1,20.8,0.38799999999999996,22.7,29.6,0.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,0.574,0.526,162.9,23.9,75.4,50.4,57.6,13.1,7.7,6.8,1.3,65.7,112.3,107.3,5.0,7847.5,95.6,4.8,1.5759999999999998,1.6,0.5,0.281,50,32,0.61,2011
1,New York,82,48.2,106.5,38.3,83.7,0.457,9.3,25.4,0.368,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,0.561,0.513,163.4,24.2,71.9,47.9,56.0,12.6,7.9,8.8,1.3,64.3,110.9,110.1,0.8,7877.0,95.6,0.8,1.56,1.6,0.6,0.24600000000000002,42,40,0.512,2011
2,Houston,82,48.5,105.9,38.7,85.1,0.45399999999999996,8.3,22.5,0.36700000000000005,20.3,25.4,0.8009999999999999,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,0.55,0.503,162.3,27.4,72.7,50.0,61.7,12.3,7.4,6.5,1.2,65.6,111.3,109.0,2.3,7803.2,94.2,2.2,1.617,1.8,0.5,0.239,43,39,0.524,2011
3,Phoenix,82,48.8,105.0,39.3,83.5,0.47,8.5,22.6,0.377,18.0,23.6,0.759,10.0,30.2,40.2,23.7,6.6,4.4,14.3,20.3,0.5589999999999999,0.522,160.7,23.7,71.6,47.6,60.4,13.2,6.9,6.6,1.3,62.7,109.5,110.4,-0.9,7867.1,94.4,-0.9,1.604,1.7,0.5,0.215,40,42,0.488,2011
4,Oklahoma City,82,48.8,104.8,37.4,80.6,0.46399999999999997,5.9,17.1,0.34700000000000003,24.1,29.3,0.823,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,0.561,0.501,163.4,27.4,73.6,51.3,54.5,13.1,8.4,8.9,1.3,63.3,111.2,107.2,4.0,7728.1,92.7,3.8,1.545,1.4,0.6,0.299,55,27,0.6709999999999999,2011
5,San Antonio,82,48.2,103.7,38.4,80.8,0.475,8.4,21.1,0.397,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,0.5670000000000001,0.527,163.8,24.9,74.6,50.4,58.3,12.8,7.9,6.7,1.3,65.7,111.8,105.6,6.2,7607.6,92.3,5.7,1.5830000000000002,1.7,0.5,0.22899999999999998,61,21,0.7440000000000001,2011
6,Golden State,82,48.4,103.4,39.6,85.9,0.461,8.4,21.3,0.392,15.7,20.7,0.7609999999999999,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,0.544,0.51,161.4,26.7,69.3,47.5,56.8,13.3,9.4,7.8,1.2,62.3,108.2,110.7,-2.4,7833.7,94.8,-2.3,1.568,1.5,0.6,0.183,36,46,0.439,2011
7,Miami,82,48.2,102.1,37.0,76.8,0.48100000000000004,6.7,18.0,0.37,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,0.573,0.524,162.0,25.2,75.5,51.8,54.1,13.5,7.2,8.5,1.3,62.8,111.7,103.5,8.2,7491.9,90.9,7.5,1.541,1.4,0.5,0.27899999999999997,58,24,0.7070000000000001,2011
8,L.A. Lakers,82,48.4,101.5,38.1,82.4,0.46299999999999997,6.4,18.1,0.35200000000000004,18.8,24.1,0.779,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,0.545,0.502,159.4,29.2,72.3,51.5,57.6,12.3,8.0,8.1,1.2,64.9,111.0,104.3,6.7,7496.8,90.7,6.1,1.5759999999999998,1.7,0.6,0.228,57,25,0.695,2011
9,Minnesota,82,48.2,101.1,37.7,85.5,0.441,7.2,19.1,0.376,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,0.526,0.483,158.5,29.6,73.7,51.1,53.4,15.1,7.5,8.1,1.2,57.0,104.2,111.1,-6.8,7950.3,96.5,-6.6,1.534,1.2,0.4,0.217,17,65,0.207,2011
10,Dallas,82,48.1,100.2,37.4,78.8,0.475,7.9,21.6,0.365,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,0.565,0.525,161.6,24.1,74.8,50.4,63.7,13.6,7.4,6.8,1.3,64.5,109.7,105.0,4.6,7495.1,91.3,4.2,1.6369999999999998,1.7,0.5,0.222,57,25,0.695,2011
11,Memphis,82,48.5,99.9,39.0,82.9,0.47100000000000003,3.8,11.3,0.33399999999999996,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,0.534,0.493,155.4,28.9,72.5,50.5,52.8,13.0,10.1,9.0,1.2,60.6,107.6,105.1,2.5,7612.8,91.9,2.3,1.528,1.5,0.7,0.218,46,36,0.561,2011
12,Indiana,82,48.2,99.8,36.6,82.8,0.442,7.1,20.2,0.354,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,0.5329999999999999,0.486,157.9,25.9,74.1,50.2,53.6,14.1,7.5,8.4,1.2,58.0,104.8,106.0,-1.1,7806.2,94.7,-1.1,1.536,1.3,0.5,0.235,37,45,0.451,2011
13,Utah,82,48.5,99.4,37.4,80.4,0.465,5.3,15.3,0.34600000000000003,19.4,25.1,0.7709999999999999,11.0,28.5,39.5,23.4,7.7,5.9,14.3,22.7,0.544,0.498,158.3,27.0,71.7,49.1,62.7,13.5,8.4,9.9,1.2,60.5,108.1,110.1,-2.0,7541.8,91.0,-1.8,1.6269999999999998,1.6,0.5,0.24100000000000002,39,43,0.47600000000000003,2011
14,Sacramento,82,48.4,99.4,38.2,85.1,0.449,5.2,15.6,0.335,17.7,24.2,0.7340000000000001,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22.0,0.519,0.48,151.9,29.9,74.4,51.6,53.4,14.4,7.7,7.1,1.2,56.3,103.5,109.0,-5.6,7876.2,95.2,-5.3,1.534,1.3,0.5,0.20800000000000002,24,58,0.293,2011
15,Orlando,82,48.4,99.2,36.0,78.2,0.461,9.4,25.6,0.366,17.7,25.6,0.6920000000000001,10.5,32.7,43.2,20.0,6.7,4.7,14.9,20.0,0.5539999999999999,0.521,151.9,26.1,76.9,52.1,55.3,14.3,7.2,7.5,1.3,59.9,107.9,102.0,5.9,7537.9,91.2,5.5,1.5530000000000002,1.3,0.4,0.22699999999999998,52,30,0.634,2011
16,Toronto,82,48.2,99.1,38.3,82.4,0.465,4.2,13.3,0.316,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22.0,0.5329999999999999,0.491,153.6,28.2,72.0,49.5,57.1,13.7,7.6,6.7,1.2,57.2,106.1,112.9,-6.7,7653.3,92.9,-6.3,1.571,1.5,0.5,0.221,22,60,0.268,2011
17,Philadelphia,82,48.6,99.0,38.1,82.6,0.461,5.4,15.2,0.355,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13.0,19.4,0.535,0.494,158.7,24.6,74.5,49.6,59.6,12.3,8.2,6.7,1.2,61.3,106.6,105.0,1.6,7613.7,91.7,1.5,1.5959999999999999,1.8,0.6,0.21,41,41,0.5,2011
18,L.A. Clippers,82,48.4,98.6,36.8,80.4,0.457,6.3,18.5,0.33799999999999997,18.9,26.7,0.7070000000000001,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,0.535,0.496,150.2,28.4,73.2,51.0,60.1,15.1,7.7,7.9,1.2,57.9,105.3,108.7,-3.3,7680.9,92.8,-3.1,1.601,1.3,0.4,0.23399999999999999,32,50,0.39,2011
19,Chicago,82,48.4,98.6,37.1,80.3,0.462,6.2,17.3,0.361,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,0.541,0.501,156.6,29.4,76.2,53.5,60.1,13.5,7.9,9.0,1.2,63.1,108.3,100.3,8.0,7465.6,90.4,7.3,1.601,1.6,0.5,0.22699999999999998,62,20,0.7559999999999999,2011
20,Washington,82,48.6,97.3,37.2,84.0,0.44299999999999995,4.8,14.4,0.332,18.2,24.4,0.745,12.4,29.0,41.3,19.4,8.1,6.1,15.3,22.6,0.513,0.47100000000000003,151.9,28.0,70.5,48.5,52.2,13.9,8.5,9.6,1.2,54.5,102.4,110.2,-7.8,7792.1,93.8,-7.4,1.5219999999999998,1.3,0.5,0.21600000000000003,23,59,0.28,2011
21,Detroit,82,48.5,97.0,37.3,81.1,0.46,5.8,15.3,0.376,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,0.5329999999999999,0.495,157.3,27.4,72.1,48.7,56.6,12.5,8.1,6.6,1.2,56.8,107.7,111.7,-4.0,7384.7,89.2,-3.6,1.5659999999999998,1.6,0.6,0.20600000000000002,30,52,0.366,2011
22,Boston,82,48.2,96.5,36.9,75.8,0.486,5.0,13.6,0.365,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,0.561,0.519,162.1,21.1,74.7,49.5,63.5,14.5,9.1,6.8,1.3,60.6,106.2,100.3,5.9,7448.3,90.4,5.4,1.635,1.6,0.6,0.235,56,26,0.6829999999999999,2011
23,Portland,82,48.3,96.3,36.0,80.5,0.447,6.3,18.3,0.345,18.0,22.4,0.804,12.1,27.2,39.3,21.2,8.0,4.4,13.0,19.3,0.5329999999999999,0.486,159.6,29.5,72.0,49.8,58.8,12.6,9.1,7.5,1.2,58.8,108.8,107.1,1.7,7255.6,87.9,1.5,1.588,1.6,0.6,0.22399999999999998,48,34,0.585,2011
24,Cleveland,82,48.2,95.5,35.2,81.1,0.434,6.2,18.2,0.342,18.9,25.3,0.745,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,0.518,0.47200000000000003,152.1,24.2,73.3,48.1,59.6,13.4,7.1,6.6,1.2,54.4,102.2,111.8,-9.6,7659.1,93.0,-9.0,1.5959999999999999,1.5,0.5,0.233,19,63,0.23199999999999998,2011
25,Atlanta,82,48.1,95.0,36.2,78.4,0.462,6.1,17.4,0.35200000000000004,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,0.542,0.501,159.3,23.4,74.6,49.2,60.7,13.5,6.8,6.6,1.2,57.5,106.1,107.0,-0.9,7343.2,89.3,-0.8,1.607,1.6,0.4,0.209,44,38,0.537,2011
